615272,6022656,92.1,82.776
ram_used,ram_ava,cpu,temp
615624,6022304,92.1,83.75
ram_used,ram_ava,cpu,temp
615120,6022808,91.8,83.263
ram_used,ram_ava,cpu,temp
615272,6023168,91.9,84.237
ram_used,ram_ava,cpu,temp
614532,6023908,90.5,83.75
ram_used,ram_ava,cpu,temp
614584,6022312,91.8,84.237
ram_used,ram_ava,cpu,temp
614836,6022060,91.7,83.263
ram_used,ram_ava,cpu,temp
614728,6022168,91.6,82.776
ram_used,ram_ava,cpu,temp
615252,6023180,91.8,83.263
ram_used,ram_ava,cpu,temp
615252,6023180,91.6,83.263
ram_used,ram_ava,cpu,temp
615496,6022424,91.3,83.75
